X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,X_68,X_69,X_70,X_71,X_72,X_73,X_74,X_75,X_76,X_77,X_78,X_79,X_80,X_81,X_82,X_83,X_84,X_85,X_86,X_87,X_88,X_89,X_90,X_91,Y,group_type,cost
4,4,871.0,0.0,102005.0,62.0,0.0,0.0,33.0,0.0,1.0,9.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,-99999.0,3.0,4.0,4.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14.9,3.0,0.0,天秤座,龙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.92,9.92,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,1.0,2.483333,昆明市,0.0,1.0,2.0,0.0,-9999.0,4.0,2.0,0.0,0.09878169245966414,control,0
7,79,551.0,1.0,102006.0,65.0,0.0,1.0,19.0,0.0,2.0,18.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,70.0,0.0,78.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,70.0,79.0,7.0,2.0,4.0,53.0,1.0,7.0,-99999.0,3.0,17.0,31.0,-1.0,-1,-1.0,0.0,0.0,0.0,3.0,1.0,0.0,-1.0,25.0,0.0,6.0,天蝎座,马,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,17.36,17.36,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,30.583333000000003,合肥市,0.0,1.0,2.0,0.0,9.0,1.0,4.0,0.0,0.0658544616397761,treatment2,0
2,8,513.0,1.0,102005.0,65.0,0.0,1.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,8.0,10.0,2.0,4.0,5.0,0.0,2.0,-99999.0,3.0,2.0,2.0,-1.0,-1,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,2.0,水瓶座,兔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5,0.0,4.96,4.96,4.0,0.0,0.0,0.0,郑州市,0.4189,0.0,3.0,0.0,通州区,0.0,1.0,2.0,0.0,-9999.0,6.0,-9999.0,-9999.0,0.03292723081988805,treatment1,0
16,32,870.0,0.0,102005.0,62.0,0.0,0.0,16.0,0.0,0.0,23.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,11.0,0.0,28.0,0.0,1.0,0.0,8.0,2.0,3.0,3.0,1.0,15.0,32.0,0.0,3.0,5.0,24.0,0.0,16.0,-99999.0,3.0,32.0,32.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,4.0,0.0,-1.0,45.0,16.0,0.0,双鱼座,鸡,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,39.68,39.68,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,14.333332999999998,昭通市,0.0,1.0,1.0,0.0,-9999.0,1.0,4.0,0.0,0.03292723081988805,control,0
33,87,579.0,1.0,102006.0,65.0,0.0,0.0,19.0,0.0,0.0,79.0,0.0,1.0,0.0,5.0,0.0,10.0,0.0,6.0,0.0,10.0,0.0,6.0,0.0,50.0,0.0,87.0,0.0,1.0,5.0,10.0,6.0,10.0,6.0,50.0,87.0,10.0,4.0,5.0,65.0,0.0,33.0,-99999.0,3.0,60.0,82.0,-1.0,-1,-1.0,0.0,0.0,0.0,8.0,0.0,0.0,-1.0,81.0,0.0,33.0,水瓶座,马,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,94.98,94.98,2.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,37.166667,金华市,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.04115903852486006,treatment4,0
20,20,870.0,2.0,102005.0,64.0,0.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,5.0,5.0,0.0,0.0,20.0,0.0,4.0,5.0,12.0,0.0,20.0,-99999.0,3.0,20.0,20.0,-1.0,-1,-1.0,0.0,0.0,0.0,2.0,3.0,0.0,-1.0,42.0,0.0,0.0,双鱼座,兔,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,49.6,49.6,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,7.0,昭通市,0.0,1.0,1.0,0.0,-9999.0,2.0,1.0,1.0,0.1317089232795522,treatment1,0
31,38,746.0,0.0,102005.0,62.0,0.0,0.0,18.0,0.0,5.0,42.0,2.0,0.0,6.0,0.0,11.0,0.0,9.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,37.0,0.0,0.0,2.0,6.0,11.0,10.0,4.0,3.0,4.0,38.0,0.0,4.0,5.0,25.0,0.0,31.0,-99999.0,3.0,37.0,37.0,-1.0,-1,-1.0,0.0,0.0,0.0,8.0,1.0,0.0,-1.0,63.0,30.0,0.0,双子座,羊,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,76.88,76.88,4.0,0.0,0.0,0.0,未知,-9999.0,4.0,4.0,11.416667,永州市,0.0,1.0,1.0,0.0,-9999.0,2.0,0.0,0.0,0.03292723081988805,control,0
1,23,335.0,1.0,102006.0,65.0,0.0,0.0,23.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,23.0,8.0,0.0,6.0,15.0,0.0,1.0,-99999.0,3.0,1.0,1.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,1.0,水瓶座,虎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5,0.0,2.48,2.48,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,6.0,0.5,秦皇岛市,0.0,1.0,3.0,0.0,-9999.0,9.0,-9999.0,-9999.0,0.04939084622983207,treatment1,0
26,146,535.0,0.0,102005.0,62.0,0.0,0.0,18.0,0.0,2.0,57.0,2.0,0.0,4.0,0.0,9.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,120.0,0.0,146.0,0.0,0.0,2.0,4.0,9.0,5.0,8.0,0.0,120.0,146.0,8.0,2.0,4.0,93.0,0.0,26.0,-99999.0,-1.0,51.0,66.0,-1.0,-1,-1.0,0.0,0.0,0.0,4.0,2.0,0.0,-1.0,65.2,26.0,0.0,摩羯座,羊,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,4.32,0.0,64.48,64.48,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,39.763333,海阳市,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.06322028317418504,treatment3,0
2,25,473.0,1.0,102005.0,65.0,0.0,1.0,23.0,0.0,1.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,25.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,25.0,10.0,1.0,3.0,16.0,0.0,2.0,-13.0,3.0,9.0,13.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,2.94,0.0,2.0,双鱼座,虎,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,7.75,7.75,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,5.903333,乌海市,0.0,1.0,1.0,0.0,-9999.0,5.0,-9999.0,-9999.0,0.032268686203490285,treatment4,0
17,66,791.0,10.0,102005.0,61.0,0.0,0.0,52.0,0.0,2.0,46.0,0.0,0.0,5.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,66.0,0.0,1.0,0.0,5.0,8.0,4.0,0.0,0.0,49.0,66.0,10.0,5.0,5.0,48.0,0.0,17.0,-99999.0,3.0,19.0,25.0,-1.0,-1,-1.0,0.0,0.0,0.0,6.0,2.0,0.0,-1.0,69.08,17.0,0.0,射手座,鸡,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,8.98,0.0,42.16,42.16,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,19.013333,南昌市,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.1738557787290089,treatment2,0
0,0,538.0,1.0,102005.0,65.0,0.0,1.0,29.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,-99999.0,3.0,0.0,0.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,巨蟹座,猴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,0.0,10.0,0.0,宁阳县,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.03292723081988805,treatment2,0
10,31,370.0,1.0,102006.0,65.0,0.0,0.0,26.0,0.0,3.0,31.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,21.0,0.0,30.0,4.0,0.0,3.0,0.0,2.0,5.0,0.0,21.0,31.0,0.0,2.0,4.0,19.0,0.0,10.0,-99999.0,3.0,18.0,26.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,26.0,0.0,9.0,处女座,猪,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,24.8,24.8,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,12.833333,虞城县,0.0,1.0,1.0,0.0,-9999.0,3.0,0.0,1.0,0.09878169245966414,treatment3,0
43,107,795.0,1.0,102006.0,65.0,0.0,0.0,18.0,0.0,5.0,12.0,0.0,2.0,0.0,14.0,0.0,9.0,0.0,6.0,0.0,11.0,0.0,9.0,2.0,56.0,2.0,105.0,0.0,2.0,14.0,9.0,6.0,11.0,9.0,58.0,107.0,10.0,6.0,5.0,78.0,0.0,43.0,-99999.0,-1.0,61.0,71.0,-1.0,-1,-1.0,0.0,0.0,0.0,6.0,3.0,0.0,-1.0,66.0,0.0,43.0,摩羯座,羊,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,1.5,0.0,106.64,106.64,2.0,0.0,0.0,0.0,未知,-9999.0,0.0,5.0,23.133333,丰城市,0.0,1.0,1.0,0.0,-9999.0,1.0,0.0,0.0,0.0658544616397761,treatment1,0
2,29,874.0,0.0,102005.0,62.0,0.0,0.0,53.0,0.0,5.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,24.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,24.0,29.0,0.0,1.0,3.0,21.0,0.0,2.0,-99999.0,3.0,7.0,10.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,10.0,2.0,0.0,处女座,猴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.96,4.96,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,14.083332999999998,曲靖市,0.0,1.0,1.0,0.0,-9999.0,2.0,-9999.0,-9999.0,0.1481725386894962,treatment4,0
5,9,771.0,1.0,102005.0,65.0,0.0,1.0,26.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,9.0,13.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,9.0,10.0,0.0,6.0,9.0,0.0,5.0,-99999.0,3.0,8.0,9.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.0,0.0,5.0,双鱼座,猪,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.5,0.0,12.4,12.4,4.0,0.0,6.0,0.0,未知,-9999.0,0.0,6.0,4.3333330000000005,南宁市,0.0,1.0,1.0,0.0,-9999.0,5.0,-9999.0,-9999.0,0.04280540006585446,treatment2,0
0,3,668.0,1.0,102005.0,65.0,0.0,0.0,18.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,10.0,2.0,0.0,0.0,-99999.0,3.0,0.0,0.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,双鱼座,羊,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,杭州市,0.1148,0.0,10.0,0.0,化州市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.03292723081988805,treatment1,0
4,4,873.0,0.0,102005.0,62.0,0.0,1.0,26.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,4.0,0.0,4.0,-99999.0,3.0,4.0,4.0,-1.0,-1,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,10.2,4.0,0.0,天蝎座,猪,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,9.92,9.92,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,1.7,河口瑶族自治县,0.0,1.0,2.0,0.0,-9999.0,3.0,-9999.0,-9999.0,0.0658544616397761,treatment4,0
18,85,532.0,0.0,102005.0,62.0,0.0,0.0,58.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,11.0,0.0,3.0,0.0,64.0,0.0,85.0,0.0,10.0,0.0,0.0,2.0,5.0,11.0,3.0,64.0,85.0,0.0,0.0,6.0,64.0,0.0,18.0,-99999.0,3.0,36.0,58.0,-1.0,-1,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,46.0,18.0,0.0,白羊座,兔,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,44.64,44.64,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,6.0,38.5,胶州市,1.0,1.0,1.0,0.0,-9999.0,4.0,-9999.0,-9999.0,0.04939084622983207,treatment4,0
0,3,537.0,10.0,102006.0,61.0,0.0,0.0,17.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,10.0,2.0,0.0,0.0,-99999.0,3.0,0.0,0.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,水瓶座,猴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,4.0,10.0,0.0,济宁市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,treatment3,0
5,202,551.0,1.0,102005.0,65.0,0.0,0.0,50.0,0.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,194.0,1.0,201.0,26.0,0.0,0.0,0.0,0.0,5.0,2.0,195.0,202.0,10.0,0.0,7.0,150.0,0.0,5.0,-99999.0,-1.0,8.0,8.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,12.5,0.0,5.0,狮子座,猪,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,12.4,12.4,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,7.0,7.033333,合肥市,0.0,1.0,1.0,0.0,-9999.0,4.0,-9999.0,-9999.0,0.04115903852486006,treatment2,0
7,9,534.0,1.0,102005.0,65.0,0.0,1.0,18.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,2.0,5.0,8.0,0.0,7.0,-99999.0,3.0,7.0,9.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,29.0,0.0,7.0,双子座,羊,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,17.36,17.36,4.0,0.0,1.0,0.0,未知,-9999.0,1.0,4.0,5.4166669999999995,德州市,0.0,1.0,1.0,0.0,-9999.0,3.0,-9999.0,-9999.0,0.08231807704972012,treatment4,0
15,26,483.0,0.0,102005.0,62.0,0.0,1.0,42.0,0.0,2.0,24.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,26.0,0.0,3.0,0.0,13.0,2.0,0.0,0.0,0.0,11.0,26.0,0.0,4.0,5.0,18.0,0.0,15.0,-99999.0,3.0,15.0,15.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,39.0,15.0,0.0,处女座,羊,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,37.2,37.2,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,5.0,6.5,阿拉善盟,0.0,1.0,1.0,0.0,-9999.0,2.0,-9999.0,-9999.0,0.16463615409944024,treatment1,0
6,9,871.0,1.0,102005.0,65.0,0.0,1.0,27.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,9.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,9.0,0.0,1.0,3.0,7.0,0.0,6.0,-99999.0,3.0,7.0,8.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,12.0,0.0,6.0,金牛座,狗,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,14.88,14.88,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,4.1666669999999995,昆明市,0.0,2.0,3.0,0.0,-9999.0,4.0,-9999.0,-9999.0,0.03292723081988805,treatment4,0
1,1,771.0,2.0,102005.0,64.0,0.0,1.0,25.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-99999.0,3.0,1.0,1.0,-1.0,-1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,3.0,0.0,0.0,射手座,鼠,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.48,2.48,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,1.0,0.5,南宁市,0.0,1.0,1.0,0.0,-9999.0,10.0,2.0,0.0,0.04939084622983207,treatment3,0
17,20,872.0,1.0,102006.0,65.0,0.0,1.0,18.0,0.0,0.0,26.0,0.0,2.0,0.0,6.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,22.0,0.0,2.0,6.0,7.0,3.0,3.0,2.0,1.0,22.0,0.0,3.0,5.0,17.0,0.0,19.0,-99999.0,3.0,22.0,22.0,-1.0,-1,-1.0,0.0,0.0,0.0,7.0,0.0,0.0,-1.0,44.8,0.0,19.0,处女座,羊,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,60.26,60.26,4.0,0.0,10.0,0.0,未知,-9999.0,0.0,4.0,9.566667,大理白族自治州,0.0,1.0,2.0,0.0,-9999.0,1.0,0.0,1.0,0.07243990780375371,treatment1,0
18,35,751.0,0.0,102005.0,62.0,0.0,1.0,47.0,0.0,0.0,30.0,2.0,0.0,5.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,12.0,0.0,35.0,0.0,0.0,2.0,5.0,6.0,3.0,3.0,6.0,12.0,35.0,0.0,4.0,5.0,22.0,0.0,18.0,-99999.0,3.0,34.0,35.0,-1.0,-1,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,47.0,18.0,0.0,天蝎座,虎,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,44.64,44.64,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,15.25,仁化县,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.12347711557458017,treatment4,0
7,9,871.0,1.0,102006.0,65.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,9.0,9.0,1.0,4.0,6.0,0.0,7.0,-99999.0,3.0,9.0,9.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.0,0.0,7.0,金牛座,鼠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.5,0.0,17.36,17.36,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,3.0,3.166667,昆明市,0.0,1.0,2.0,0.0,-9999.0,3.0,4.0,0.0,0.08067171550872572,treatment2,0
11,73,379.0,10.0,102005.0,61.0,0.0,1.0,33.0,0.0,1.0,131.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,56.0,2.0,71.0,2.0,4.0,0.0,2.0,3.0,2.0,1.0,7.0,58.0,73.0,10.0,1.0,4.0,53.0,0.0,11.0,-99999.0,3.0,27.0,37.0,-1.0,-1,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,22.0,11.0,0.0,摩羯座,龙,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.5,0.0,27.28,27.28,4.0,0.0,0.0,0.0,洛阳市,0.0437,100.0,3.0,22.116667,洛阳市,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.0658544616397761,treatment4,0
0,3,315.0,0.0,102005.0,62.0,0.0,0.0,42.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,3.0,0.0,0.0,-99999.0,3.0,0.0,0.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,处女座,羊,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,-9999.0,0.0,10.0,0.0,迁安市,0.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.03292723081988805,treatment4,0
13,13,791.0,1.0,102006.0,65.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,5.0,1.0,13.0,0.0,13.0,-99999.0,3.0,13.0,13.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,53.0,0.0,13.0,双鱼座,狗,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.5,0.0,32.24,32.24,4.0,0.0,1.0,0.0,未知,-9999.0,0.0,5.0,8.833333,南昌市,0.0,1.0,2.0,0.0,-9999.0,2.0,-9999.0,-9999.0,0.0,treatment4,0
20,20,853.0,1.0,102005.0,65.0,0.0,0.0,33.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,6.0,1.0,9.0,0.0,0.0,20.0,0.0,3.0,4.0,9.0,0.0,20.0,-99999.0,3.0,20.0,20.0,-1.0,-1,-1.0,0.0,0.0,0.0,6.0,2.0,0.0,-1.0,60.0,0.0,20.0,巨蟹座,龙,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,49.6,49.6,4.0,0.0,0.0,0.0,未知,-9999.0,0.0,4.0,10.0,安顺市,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.04115903852486006,treatment4,0
27,55,316.0,10.0,102006.0,61.0,0.0,1.0,20.0,0.0,14.0,42.0,1.0,0.0,10.0,0.0,13.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,28.0,23.0,33.0,0.0,1.0,10.0,13.0,2.0,3.0,0.0,28.0,56.0,0.0,6.0,5.0,36.0,0.0,28.0,-99999.0,3.0,31.0,31.0,-1.0,-1,-1.0,0.0,0.0,0.0,8.0,2.0,0.0,-1.0,28.4,23.0,5.0,金牛座,蛇,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,177.8,177.8,2.0,0.0,0.0,0.0,未知,-9999.0,105.0,5.0,12.978333000000001,固安县,0.0,1.0,1.0,0.0,-9999.0,1.0,-9999.0,-9999.0,0.22094171880144878,treatment2,0
7,120,595.0,0.0,102005.0,62.0,0.0,1.0,20.0,0.0,103.0,43.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,15.0,105.0,15.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,113.0,120.0,10.0,1.0,4.0,90.0,0.0,7.0,-99999.0,-1.0,7.0,9.0,-1.0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14.0,7.0,0.0,狮子座,蛇,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,0.0,25.73,25.73,4.0,2.0,5.0,0.0,未知,-9999.0,0.0,4.0,4.733333,永春县,0.0,1.0,1.0,0.0,-9999.0,5.0,-9999.0,-9999.0,0.03292723081988805,treatment3,0
